$GPGGA,011623,3146.0000,S,11623.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011640,3139.0000,S,11640.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011701,3137.0000,S,11701.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011714,3139.0000,S,11714.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011743,3138.0000,S,11743.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011804,3132.0000,S,11804.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011816,3129.0000,S,11816.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011829,3124.0000,S,11829.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011851,3122.0000,S,11851.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011919,3114.0000,S,11919.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011939,3118.0000,S,11939.0000,E,2,12,0.1,,,,,,*42
$GPGGA,011951,3110.0000,S,11951.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012018,3112.0000,S,12018.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012052,3101.0000,S,12052.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012109,3057.0000,S,12109.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012134,3130.0000,S,12134.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012147,3212.0000,S,12147.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012248,3203.0000,S,12248.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012310,3207.0000,S,12310.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012352,3228.0000,S,12352.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012357,3221.0000,S,12357.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012529,3216.0000,S,12529.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012606,3203.0000,S,12606.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012700,3154.0000,S,12700.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012853,3141.0000,S,12853.0000,E,2,12,0.1,,,,,,*42
$GPGGA,012951,3127.0000,S,12951.0000,E,2,12,0.1,,,,,,*42
$GPGGA,013054,3126.0000,S,13054.0000,E,2,12,0.1,,,,,,*42
$GPGGA,013118,3116.0000,S,13118.0000,E,2,12,0.1,,,,,,*42
$GPGGA,013150,3129.0000,S,13150.0000,E,2,12,0.1,,,,,,*42
$GPGGA,013204,3138.0000,S,13204.0000,E,2,12,0.1,,,,,,*42
$GPGGA,013212,3147.0000,S,13212.0000,E,2,12,0.1,,,,,,*42
$GPGGA,013242,3151.0000,S,13242.0000,E,2,12,0.1,,,,,,*42
$GPGGA,013301,3156.0000,S,13301.0000,E,2,12,0.1,,, , , , *42
$GPGGA,013341,3208.0000,S,13341.0000,E,2,12,0.1, , , , , , *42
